file,year,county,url
GIS,2014,Alachua,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/alachua/Alachua_pin.zip
GIS,2014,Baker,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/baker/Baker_pin.zip
GIS,2014,Bay,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/bay/Bay_pin.zip
GIS,2014,Bradford,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/bradford/Bradford_pin.zip
GIS,2014,Brevard,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/brevard/Brevard_pin.zip
GIS,2014,Broward,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/broward/Broward_pin.zip
GIS,2014,Calhoun,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/calhoun/Calhoun_pin.zip
GIS,2014,Charlotte,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/charlotte/Charlotte_pin.zip
GIS,2014,Citrus,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/citrus/Citrus_pin.zip
GIS,2014,Clay,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/clay/Clay_pin.zip
GIS,2014,Collier,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/collier/Collier_pin.zip
GIS,2014,Columbia,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/columbia/Columbia_pin.zip
GIS,2014,Miami-Dade,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/dade/Dade_pin.zip
GIS,2014,Desoto,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/desoto/Desoto_pin.zip
GIS,2014,Dixie,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/dixie/Dixie_pin.zip
GIS,2014,Duval,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/duval/Duval_pin.zip
GIS,2014,Escambia,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/escambia/Escambia_pin.zip
GIS,2014,Flagler,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/flagler/Flagler_pin.zip
GIS,2014,Franklin,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/franklin/Franklin_pin.zip
GIS,2014,Gadsden,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/gadsden/Gadsden_pin.zip
GIS,2014,Gilchrist,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/gilchrist/Gilchrist_pin.zip
GIS,2014,Glades,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/glades/Glades_pin.zip
GIS,2014,Gulf,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/gulf/Gulf_pin.zip
GIS,2014,Hamilton,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/hamilton/Hamilton_pin.zip
GIS,2014,Hardee,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/hardee/Hardee_pin.zip
GIS,2014,Hendry,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/hendry/Hendry_pin.zip
GIS,2014,Hernando,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/hernando/Hernando_pin.zip
GIS,2014,Highlands,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/highlands/Highlands_pin.zip
GIS,2014,Hillsborough,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/hillsborough/Hillsborough_pin.zip
GIS,2014,Holmes,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/holmes/Holmes_pin.zip
GIS,2014,Indian River,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/indian river/Indian_River_pin.zip
GIS,2014,Jackson,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/jackson/Jackson_pin.zip
GIS,2014,Jefferson,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/jefferson/Jefferson_pin.zip
GIS,2014,Lafayette,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/lafayette/Lafayette_pin.zip
